book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1753,11561469,11561469,16501870,32,,,Rebecca Donovan,2011.0,Reason to Breathe,"Reason to Breathe (Breathing, #1)",eng,4.23,68676,77887,5476,1711,2907,9999,24125,39145,https://images.gr-assets.com/books/1329013365m/11561469.jpg,https://images.gr-assets.com/books/1329013365s/11561469.jpg
1762,5176,5176,1461856,33,345443284,9780345443280.0,Sue Miller,1998.0,While I Was Gone,While I Was Gone,eng,3.67,52244,52947,1141,786,3933,17555,20121,10552,https://images.gr-assets.com/books/1495632082m/5176.jpg,https://images.gr-assets.com/books/1495632082s/5176.jpg
1767,6604794,6604794,6798696,68,803734956,9780803734950.0,Jandy Nelson,2010.0,The Sky Is Everywhere,The Sky Is Everywhere,eng,4.04,61937,71175,7709,1710,3899,13383,23304,28879,https://images.gr-assets.com/books/1496659743m/6604794.jpg,https://images.gr-assets.com/books/1496659743s/6604794.jpg
1772,272895,272895,671846,59,965476022,9780965476030.0,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng,4.18,60720,62791,967,491,1824,11964,20094,28418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1774,65111,65111,1168322,48,64410145,9780064410140.0,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,"The Grim Grotto (A Series of Unfortunate Events, #11)",en-US,3.99,73492,76000,1545,839,3693,17817,26906,26745,https://images.gr-assets.com/books/1415580928m/65111.jpg,https://images.gr-assets.com/books/1415580928s/65111.jpg
1776,11381643,11381643,16313158,17,983212546,9780983212550.0,R.L. Mathewson,2011.0,Playing for Keeps,"Playing for Keeps (Neighbor from Hell, #1)",eng,4.08,85266,91010,4884,1993,4315,15728,31458,37516,https://images.gr-assets.com/books/1406585295m/11381643.jpg,https://images.gr-assets.com/books/1406585295s/11381643.jpg
1786,26245850,26245850,42901355,51,1455561789,9781455561780.0,Noah Hawley,2016.0,Before the Fall,Before the Fall,eng,3.76,48807,63003,8059,902,3812,17207,28449,12633,https://images.gr-assets.com/books/1462515889m/26245850.jpg,https://images.gr-assets.com/books/1462515889s/26245850.jpg
1789,4325,4325,7995,35,142401757,9780142401750.0,Sarah Dessen,2000.0,Dreamland ,Dreamland,eng,3.91,64082,65731,3813,1556,4772,15338,20590,23475,https://images.gr-assets.com/books/1385861832m/4325.jpg,https://images.gr-assets.com/books/1385861832s/4325.jpg
1790,14568987,14568987,20211722,20,1616201320,9781616201330.0,B.A. Shapiro,2012.0,The Art Forger,The Art Forger,en-US,3.69,47873,54799,5220,2380,3650,14812,21685,12272,https://images.gr-assets.com/books/1348518546m/14568987.jpg,https://images.gr-assets.com/books/1348518546s/14568987.jpg
1791,248483,248483,1138972,33,1596912855,9781596912850.0,Shannon Hale,2007.0,Austenland,"Austenland (Austenland, #1)",en-US,3.54,66400,71565,10310,2414,8021,23997,22990,14143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1804,1466455,1466455,2172728,42,60586133,9780060586130.0,Liane Moriarty,2003.0,Three Wishes,Three Wishes,en-US,3.76,40569,56511,4126,576,2847,17447,24125,11516,https://images.gr-assets.com/books/1183888822m/1466455.jpg,https://images.gr-assets.com/books/1183888822s/1466455.jpg
1813,15505346,15505346,18151286,53,1405910216,9781405910220.0,Tracey Garvis-Graves,2011.0,On the Island,"On the Island (On the Island, #1)",eng,4.13,28651,64682,7927,996,2731,10618,22670,27667,https://images.gr-assets.com/books/1339162550m/15505346.jpg,https://images.gr-assets.com/books/1339162550s/15505346.jpg
1814,8492768,8492768,11606373,40,1439164630,9781439164630.0,Lisa Genova,2011.0,Left Neglected,Left Neglected,eng,3.95,52095,56765,6006,582,2450,12864,24336,16533,https://images.gr-assets.com/books/1285414621m/8492768.jpg,https://images.gr-assets.com/books/1285414621s/8492768.jpg
1824,162089,162089,2191062,62,60887338,9780060887340.0,Sara Shepard,2007.0,Flawless,"Flawless (Pretty Little Liars, #2)",en-US,3.96,59403,64318,3150,849,3660,15492,21492,22825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1825,91253,91253,3014191,76,440800463,9780440800460.0,Beverly Cleary,1981.0,"Ramona Quimby, Age 8","Ramona Quimby, Age 8 (Ramona, #6)",eng,4.08,58135,61520,1177,934,2280,12583,20912,24811,https://images.gr-assets.com/books/1300270683m/91253.jpg,https://images.gr-assets.com/books/1300270683s/91253.jpg
1827,65118,65118,2361348,62,1405206128,9781405206130.0,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,"The Hostile Hospital (A Series of Unfortunate Events, #8)",en-GB,3.95,66327,73955,1727,702,3605,18638,27090,23920,https://images.gr-assets.com/books/1442446120m/65118.jpg,https://images.gr-assets.com/books/1442446120s/65118.jpg
1831,12849385,12849385,17594837,58,446572993,9780446573000.0,David Baldacci,2012.0,The Innocent,"The Innocent (Will Robie, #1)",en-US,4.1,46216,56819,3704,490,1439,9720,25219,19951,https://images.gr-assets.com/books/1329854216m/12849385.jpg,https://images.gr-assets.com/books/1329854216s/12849385.jpg
1834,23751850,23751850,17031353,37,425260933,9780425260940.0,Liane Moriarty,2011.0,The Hypnotist's Love Story,The Hypnotist's Love Story,en-CA,3.69,34107,56255,4525,630,3646,18306,23562,10111,https://images.gr-assets.com/books/1418234545m/23751850.jpg,https://images.gr-assets.com/books/1418234545s/23751850.jpg
1842,111180,111180,3349824,51,743418735,9780743418740.0,Jodi Picoult,2002.0,Perfect Match,Perfect Match,eng,3.93,52168,55211,2690,492,2628,13550,22197,16344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1843,9844,9844,2317177,54,081297235X,9780812972350.0,Curtis Sittenfeld,2005.0,Prep,Prep,eng,3.36,50598,53202,4372,3089,7820,17606,16367,8320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1849,17623975,17623975,17992862,50,142422959,9780142422950.0,Gayle Forman,2013.0,Just One Day,"Just One Day (Just One Day, #1)",eng,4.02,47674,66861,7371,1591,3191,12505,24526,25048,https://images.gr-assets.com/books/1368722144m/17623975.jpg,https://images.gr-assets.com/books/1368722144s/17623975.jpg
1852,270804,270804,262530,16,1416940901,9781416940910.0,Ellen Hopkins,2007.0,"Glass (Crank, #2)","Glass (Crank, #2)",eng,4.28,51726,53542,2455,519,1699,7695,15899,27730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1866,18641982,18641982,26440459,33,1594631573,9781594631570.0,Emma Straub,2014.0,The Vacationers,The Vacationers,,3.14,44074,50048,5343,2473,8691,21871,13282,3731,https://images.gr-assets.com/books/1386629708m/18641982.jpg,https://images.gr-assets.com/books/1386629708s/18641982.jpg
1879,6066819,6066819,6243154,38,743294297,9780743294290.0,Jennifer Weiner,2009.0,Best Friends Forever,Best Friends Forever,eng,3.48,50738,52779,3481,1534,6166,19341,16693,9045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1894,17910611,17910611,21865617,59,812984277,9780812984280.0,Sophie Kinsella,2013.0,Wedding Night,Wedding Night,eng,3.4,32084,59482,5165,2495,8566,21212,17215,9994,https://images.gr-assets.com/books/1396634329m/17910611.jpg,https://images.gr-assets.com/books/1396634329s/17910611.jpg
1896,1000751,1000751,1099715,405,689849109,9780689849110.0,Eleanor H. Porter,1912.0,Pollyanna,"Pollyanna (Pollyanna, #1)",eng,3.95,56529,61238,1424,1310,3432,14699,19596,22201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1897,2743,2743,23673,48,1558745157,9781558745160.0,Dave Pelzer,1997.0,,The Lost Boy (Dave Pelzer #2),eng,4.08,46847,50258,2495,510,2068,10426,17223,20031,https://images.gr-assets.com/books/1282635105m/2743.jpg,https://images.gr-assets.com/books/1282635105s/2743.jpg
1899,13547188,13547188,17026855,49,1439102759,9781439102760.0,Jodi Picoult,2012.0,Lone Wolf,Lone Wolf,eng,3.67,33504,57793,5569,1527,5090,17346,20893,12937,https://images.gr-assets.com/books/1347278865m/13547188.jpg,https://images.gr-assets.com/books/1347278865s/13547188.jpg
1906,7137775,7137775,7401343,37,802720854,9780802720860.0,Simone Elkeles,2010.0,Rules of Attraction,"Rules of Attraction (Perfect Chemistry, #2)",en-US,4.22,68270,71900,3704,797,2666,11463,22277,34697,https://images.gr-assets.com/books/1439792205m/7137775.jpg,https://images.gr-assets.com/books/1439792205s/7137775.jpg
1909,875441,23316548,860779,62,393065782,9780393065790.0,Lawrence Hill,2007.0,The Book of Negroes,Someone Knows My Name,eng,4.44,22146,55294,5303,326,746,4525,18174,31523,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1912,18467802,18467802,26127419,46,802122558,9780802122550.0,Lily King,2014.0,Euphoria,Euphoria,eng,3.84,41606,48628,5516,883,2696,11817,21056,12176,https://images.gr-assets.com/books/1418788366m/18467802.jpg,https://images.gr-assets.com/books/1418788366s/18467802.jpg
1919,7741325,7741325,10551409,40,375866590,9780375866590.0,"Rachel Cohn, David Levithan",2010.0,Dash & Lily's Book of Dares,"Dash & Lily's Book of Dares (Dash & Lily, #1)",eng,3.82,54920,62663,6564,1504,4374,16073,22588,18124,https://images.gr-assets.com/books/1327874609m/7741325.jpg,https://images.gr-assets.com/books/1327874609s/7741325.jpg
1936,4659,4659,3359767,94,345469011,9780345469010.0,John Irving,1998.0,A Widow for One Year,A Widow for One Year,,3.74,45051,50081,2298,894,3513,14489,19858,11327,https://images.gr-assets.com/books/1375776653m/4659.jpg,https://images.gr-assets.com/books/1375776653s/4659.jpg
1943,16085481,16085481,21571970,38,385536976,9780385536970.0,Kevin Kwan,2013.0,Crazy Rich Asians,Crazy Rich Asians (Crazy Rich Asians #1),eng,3.7,46208,55387,6601,1369,4244,16017,22007,11750,https://images.gr-assets.com/books/1364852559m/16085481.jpg,https://images.gr-assets.com/books/1364852559s/16085481.jpg
1957,31122,33602148,950769,103,312181108,9780312181110.0,Dodie Smith,1948.0,I Capture the Castle,I Capture the Castle,eng,4.0,56444,65645,6587,941,3334,13581,24645,23144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1975,65110,65110,838097,50,64410153,9780064410150.0,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,"The Penultimate Peril (A Series of Unfortunate Events, #12)",en-US,4.02,67482,69718,1581,778,3242,15198,24874,25626,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1977,65112,65112,838691,51,64410161,9780064410170.0,"Lemony Snicket, Brett Helquist",2006.0,The End,"The End (A Series of Unfortunate Events, #13)",en-US,3.99,67018,69582,3066,1628,4360,14247,22189,27158,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1983,11479285,11479285,16371399,26,,,Abbi Glines,2011.0,Breathe,"Breathe (Sea Breeze, #1)",eng,3.88,69350,72690,3706,2392,5354,16350,23352,25242,https://images.gr-assets.com/books/1341120438m/11479285.jpg,https://images.gr-assets.com/books/1341120438s/11479285.jpg
1994,17337562,17337562,24071049,32,,,Abbi Glines,2013.0,"Forever Too Far (Too Far, #3)","Forever Too Far (Rosemary Beach, #3; Too Far, #3)",eng,4.24,70029,72847,4490,870,2631,10633,22505,36208,https://images.gr-assets.com/books/1368151288m/17337562.jpg,https://images.gr-assets.com/books/1368151288s/17337562.jpg
2000,3086160,3086160,3811636,32,60393491,9780060393500.0,Wally Lamb,2007.0,The Hour I First Believed,The Hour I First Believed,en-US,3.8,46475,50586,6180,1214,4088,12596,18566,14122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2007,113304,113304,3313414,92,1903434777,9781903434770.0,Cornelia Funke,2000.0,Herr der Diebe,The Thief Lord,eng,3.95,60780,68465,3391,751,3450,16442,25758,22064,https://images.gr-assets.com/books/1327960342m/113304.jpg,https://images.gr-assets.com/books/1327960342s/113304.jpg
2019,2921082,2921082,2948317,33,545060397,9780545060390.0,Rick Riordan,2008.0,The Maze of Bones ,"The Maze of Bones  (The 39 Clues, #1)",eng,3.83,59536,61950,4229,1998,4684,15438,19737,20093,https://images.gr-assets.com/books/1385117877m/2921082.jpg,https://images.gr-assets.com/books/1385117877s/2921082.jpg
2023,186190,186190,1500218,82,743453255,9780743453260.0,Winston Groom,1986.0,Forrest Gump,"Forrest Gump (Forrest Gump, #1)",eng,4.06,45660,49345,1606,1466,2973,8307,15110,21489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2029,815309,815309,1698999,85,224081187,9780224081180.0,Ian McEwan,2007.0,On Chesil Beach,On Chesil Beach,eng,3.54,43698,50781,5255,1862,5499,15904,18463,9053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2032,106264,106264,2674739,53,618062416,9780618062420.0,Patricia MacLachlan,1985.0,"Sarah, Plain and Tall","Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",eng,3.72,53317,60099,2038,1493,5145,17960,19486,16015,https://images.gr-assets.com/books/1327254558m/106264.jpg,https://images.gr-assets.com/books/1327254558s/106264.jpg
2037,28214365,28214365,48242398,31,62491792,9780062491790.0,Ann Patchett,2016.0,Commonwealth,Commonwealth,eng,3.84,56656,68598,7843,977,3582,16829,31254,15956,https://images.gr-assets.com/books/1483278132m/28214365.jpg,https://images.gr-assets.com/books/1483278132s/28214365.jpg
2040,17340050,17340050,24075414,33,,,Colleen Hoover,2013.0,Losing Hope,"Losing Hope (Hopeless, #2)",eng,4.39,71841,74907,6563,819,1740,7986,20950,43412,https://images.gr-assets.com/books/1368348507m/17340050.jpg,https://images.gr-assets.com/books/1368348507s/17340050.jpg
2046,18465657,18465657,26123646,25,034554689X,9780345546890.0,Emily Giffin,2014.0,,The One & Only,eng,3.11,36795,46453,5155,5247,9038,14347,10994,6827,https://images.gr-assets.com/books/1387399626m/18465657.jpg,https://images.gr-assets.com/books/1387399626s/18465657.jpg
2049,78039,78039,1284999,65,192750976,9780192750980.0,Beverly Cleary,1968.0,Ramona the Pest,"Ramona the Pest (Ramona, #2)",,4.04,52242,54639,1082,805,2203,12113,18250,21268,https://images.gr-assets.com/books/1408926719m/78039.jpg,https://images.gr-assets.com/books/1408926719s/78039.jpg
2054,5452,5452,1710082,70,553375938,9780553375930.0,Ann Brashares,2005.0,Girls in Pants: The Third Summer of the Sisterhood,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",eng,3.82,56485,63863,1581,537,3527,19531,23839,16429,https://images.gr-assets.com/books/1320473346m/5452.jpg,https://images.gr-assets.com/books/1320473346s/5452.jpg
2058,23604559,23604559,25003015,71,1501115065,9781501115070.0,"Fredrik Backman, Henning Koch",2013.0,Min mormor hälsar och säger förlåt,My Grandmother Asked Me to Tell You She's Sorry,eng,4.02,49291,64396,9989,1361,3431,11866,23320,24418,https://images.gr-assets.com/books/1461904020m/23604559.jpg,https://images.gr-assets.com/books/1461904020s/23604559.jpg
2065,10163292,10163292,11340098,91,670022802,9780670022810.0,Jojo Moyes,2008.0,The Last Letter From Your Lover,The Last Letter from Your Lover,eng,3.94,41138,52899,5264,728,2422,11746,22222,15781,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2068,25346,25346,808243,33,439771277,9780439771280.0,Karen Hesse,1997.0,Out of the Dust,Out of the Dust,,3.73,53706,55632,3748,2274,5082,14242,17616,16418,https://images.gr-assets.com/books/1328867076m/25346.jpg,https://images.gr-assets.com/books/1328867076s/25346.jpg
2069,23219,23219,905861,44,60851988,9780060851990.0,Meg Cabot,2006.0,Queen of Babble,"Queen of Babble (Queen of Babble, #1)",eng,3.71,54248,56384,1899,1875,4659,16341,18743,14766,https://images.gr-assets.com/books/1371049249m/23219.jpg,https://images.gr-assets.com/books/1371049249s/23219.jpg
2070,13563669,13563669,19140180,71,1419705849,9781419705850.0,Jeff Kinney,2012.0,The Third Wheel,"The Third Wheel (Diary of a Wimpy Kid, #7)",en-US,4.21,44607,48724,2619,1064,2154,7824,12319,25363,https://images.gr-assets.com/books/1366229038m/13563669.jpg,https://images.gr-assets.com/books/1366229038s/13563669.jpg
2071,11925514,11925514,16885788,57,1405258217,9781405258210.0,Elizabeth Wein,2012.0,Code Name Verity,"Code Name Verity (Code Name Verity, #1)",eng,4.08,55139,65468,11912,1847,3375,10330,22216,27700,https://images.gr-assets.com/books/1388161911m/11925514.jpg,https://images.gr-assets.com/books/1388161911s/11925514.jpg
2072,270807,270807,262533,12,1416903542,9781416903540.0,Ellen Hopkins,2006.0," Burned (Burned, #1)","Burned (Burned, #1)",en-US,4.24,48333,50310,3379,810,2073,7454,13804,26169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2075,93722,93722,3220771,48,60845546,9780060845540.0,Meg Cabot,2002.0,The Boy Next Door (Boy #1),"The Boy Next Door (Boy, #1)",eng,3.83,50953,54090,1832,1240,3446,14574,18696,16134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2077,1254951,1254951,1243729,46,61345660,9780061345660.0,Anna Godbersen,2007.0,The Luxe,"The Luxe (Luxe, #1)",en-US,3.63,58717,61682,4277,3110,6491,16567,19363,16151,https://images.gr-assets.com/books/1323438343m/1254951.jpg,https://images.gr-assets.com/books/1323438343s/1254951.jpg
2087,5190,5190,1070015,37,345435168,9780345435160.0,Elizabeth Berg,2000.0,Open House,Open House,eng,3.68,48639,49330,1417,714,3699,16410,18155,10352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2088,16130291,16130291,21955595,34,1451661509,9781451661510.0,Jeannette Walls,2013.0,The Silver Star,The Silver Star,eng,3.68,43487,47890,5804,575,3208,15615,20079,8413,https://images.gr-assets.com/books/1379313690m/16130291.jpg,https://images.gr-assets.com/books/1379313690s/16130291.jpg
2089,11768,11768,1786995,83,552992097,9780552992090.0,John Irving,1981.0,The Hotel New Hampshire,The Hotel New Hampshire,eng,3.89,46220,50470,1393,531,2607,12869,20468,13995,https://images.gr-assets.com/books/1318013543m/11768.jpg,https://images.gr-assets.com/books/1318013543s/11768.jpg
2092,2241059,2241059,3032810,13,1416950052,9781416950060.0,Ellen Hopkins,2008.0,Identical,Identical,eng,4.34,47804,48870,3085,669,1611,6062,12503,28025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2099,282282,282282,273828,11,1421505851,9781421505860.0,"Yoshiki Nakamura, Tomo Kimura",2002.0,スキップ・ビート! 1 ,"Skip Beat!, Vol. 01",eng,4.26,46708,46850,488,1449,2100,6171,10054,27076,https://images.gr-assets.com/books/1173395297m/282282.jpg,https://images.gr-assets.com/books/1173395297s/282282.jpg
2104,9627755,9627755,14515040,34,525425632,9780525425630.0,Stephanie Perkins,2014.0,Isla and the Happily Ever After,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",eng,4.1,70995,76687,10433,1449,3640,13319,25409,32870,https://images.gr-assets.com/books/1362064564m/9627755.jpg,https://images.gr-assets.com/books/1362064564s/9627755.jpg
2112,20698530,20698530,40018073,44,144242673X,9781442426730.0,Jenny Han,2015.0,P.S. I Still Love You,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",eng,4.17,62907,67887,10332,616,2227,10879,25670,28495,https://images.gr-assets.com/books/1422881430m/20698530.jpg,https://images.gr-assets.com/books/1422881430s/20698530.jpg
2114,2138727,2138727,2144215,41,156512569X,9781565125700.0,Hillary Jordan,2008.0,Mudbound,Mudbound,eng,3.99,43455,47971,4921,496,1774,9566,21985,14150,https://images.gr-assets.com/books/1296591096m/2138727.jpg,https://images.gr-assets.com/books/1296591096s/2138727.jpg
2122,662597,662597,2051065,22,439324599,9780439324600.0,Patricia McCormick,2000.0,Cut,Cut,en-US,3.76,48239,49106,2498,1493,4679,13443,14140,15351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2124,41193,41193,2234336,51,1400033837,9781400033840.0,Jane Smiley,1991.0,A Thousand Acres,A Thousand Acres,eng,3.79,47389,49509,2253,1265,3570,12630,18957,13087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2128,77156,77156,1402373,48,375705856,9780375705850.0,Kent Haruf,1999.0,Plainsong,"Plainsong (Plainsong, #1)",en-US,4.0,45331,47942,3713,594,2161,10029,19193,15965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2129,62953,62953,43003,36,1560974273,9781560974280.0,Daniel Clowes,1998.0,Ghost World,Ghost World,eng,3.87,49105,50916,1776,1586,3545,11336,17888,16561,https://images.gr-assets.com/books/1327894702m/62953.jpg,https://images.gr-assets.com/books/1327894702s/62953.jpg
2136,2152,2152,3498000,76,452286530,9780452286540.0,Karen Joy Fowler,2004.0,The Jane Austen Book Club,The Jane Austen Book Club,en-US,3.07,53128,56833,3866,4240,12024,21969,12944,5656,https://images.gr-assets.com/books/1309282966m/2152.jpg,https://images.gr-assets.com/books/1309282966s/2152.jpg
2137,21965107,21965107,40842571,65,385539703,9780385539710.0,Ian McEwan,2014.0,The Children Act,The Children Act,eng,3.68,33100,43775,5131,952,3361,12715,18533,8214,https://images.gr-assets.com/books/1405290619m/21965107.jpg,https://images.gr-assets.com/books/1405290619s/21965107.jpg
2141,13454149,13454149,18981122,30,1452440026,9781452440030.0,Rebecca Donovan,2012.0,Barely Breathing,"Barely Breathing (Breathing, #2)",eng,4.33,53483,61085,3380,662,1678,7250,18797,32698,https://images.gr-assets.com/books/1347885288m/13454149.jpg,https://images.gr-assets.com/books/1347885288s/13454149.jpg
2147,2586771,2586771,2604190,39,1400063973,9781400063970.0,David Ebershoff,2008.0,The 19th Wife,The 19th Wife,en-US,3.63,44921,50034,6018,1014,3888,16023,20874,8235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2148,44184,44184,1386643,39,64407314,9780064407310.0,Walter Dean Myers,1999.0,Monster,Monster,eng,3.7,47533,48399,4394,1485,4418,13848,16267,12381,https://images.gr-assets.com/books/1404962824m/44184.jpg,https://images.gr-assets.com/books/1404962824s/44184.jpg
2152,1651302,1651302,2191060,53,60887370,9780060887380.0,Sara Shepard,2007.0,Perfect,"Perfect (Pretty Little Liars, #3)",eng,4.02,50922,55030,2204,638,2800,12529,18078,20985,https://images.gr-assets.com/books/1363681820m/1651302.jpg,https://images.gr-assets.com/books/1363681820s/1651302.jpg
2153,15717876,15717876,21388954,41,1939045010,9781939045010.0,Jessica Sorensen,2012.0,The Secret of Ella and Micha,"The Secret of Ella and Micha (The Secret, #1)",eng,4.01,59890,65527,3269,1248,3360,12841,23872,24206,https://images.gr-assets.com/books/1365638597m/15717876.jpg,https://images.gr-assets.com/books/1365638597s/15717876.jpg
2161,18189606,18189606,25591533,23,1442435003,9781442435000.0,Morgan Matson,2014.0,Since You've Been Gone,Since You've Been Gone,eng,4.19,59705,64449,8622,888,2083,9489,23131,28858,https://images.gr-assets.com/books/1377702326m/18189606.jpg,https://images.gr-assets.com/books/1377702326s/18189606.jpg
2162,7907803,7907803,11176080,29,446573647,9780446573640.0,Steve Martin,2010.0,,An Object of Beauty,en-US,3.58,42488,43765,2840,2252,4559,13195,13142,10617,https://images.gr-assets.com/books/1289520035m/7907803.jpg,https://images.gr-assets.com/books/1289520035s/7907803.jpg
2178,24920901,24920901,44100599,37,,,Elle Kennedy,2015.0,The Deal,"The Deal (Off-Campus, #1)",eng,4.3,75699,79406,7464,1149,1849,9049,27132,40227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2183,8204005,8204005,13051038,16,1451533969,9781451533960.0,Tina Reber,2010.0,"Love Unscripted (Love, #1)","Love Unscripted (Love, #1)",en-US,4.04,59261,62368,3383,2247,3641,10316,19456,26708,https://images.gr-assets.com/books/1327889844m/8204005.jpg,https://images.gr-assets.com/books/1327889844s/8204005.jpg
2185,20803953,20803953,25420107,33,,,Penelope Douglas,2013.0,Bully,"Bully (Fall Away, #1)",,4.15,34789,72517,5435,1570,3165,10980,24110,32692,https://images.gr-assets.com/books/1392309572m/20803953.jpg,https://images.gr-assets.com/books/1392309572s/20803953.jpg
2188,14250,14250,161123,47,571171788,9780571171780.0,Barbara Kingsolver,1993.0,Pigs in Heaven,Pigs in Heaven,eng,3.97,43374,47478,1776,298,1587,10962,21098,13533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
