goodreads_book_id,tag_id,count
29034,29412,5
29034,23838,5
29034,14379,5
29034,25265,5
29034,23759,5
29034,28510,5
29034,10640,5
29034,25151,4
29034,17213,4
29034,25153,4
29034,24999,4
29034,783,4
29034,3271,4
29034,722,4
29034,751,4
29034,28532,4
29034,30339,4
29034,7472,4
29034,23853,4
29034,27062,4
29034,23757,4
29034,26738,4
29044,30574,143343
29044,8717,6427
29044,11557,4740
29044,11743,3681
29044,20939,1368
29044,11590,908
29044,5207,641
29044,8055,637
29044,22743,552
29044,4949,509
29044,30358,422
29044,18326,398
29044,8517,362
29044,1642,304
29044,8067,300
29044,240,299
29044,22034,292
29044,18367,277
29044,30521,256
29044,7457,238
29044,18045,235
29044,1659,216
29044,20994,208
29044,22753,201
29044,17213,195
29044,2277,183
29044,25151,171
29044,3389,155
29044,25150,150
29044,236,149
29044,12948,147
29044,29076,146
29044,25152,142
29044,1416,141
29044,21989,126
29044,3392,122
29044,5051,122
29044,2104,116
29044,18318,114
29044,7668,113
29044,2313,111
29044,32586,111
29044,30672,110
29044,10197,106
29044,923,104
29044,11491,101
29044,7852,91
29044,3371,88
29044,9886,87
29044,251,85
29044,10644,84
29044,20656,84
29044,9221,83
29044,11644,81
29044,24960,80
29044,11505,80
29044,25167,80
29044,20849,79
29044,25153,79
29044,31656,79
29044,11643,79
29044,25506,79
29044,9477,79
29044,24997,78
29044,9638,77
29044,1510,75
29044,18001,75
29044,22330,72
29044,24999,69
29044,1128,67
29044,11497,67
29044,20288,67
29044,9484,67
29044,15169,65
29044,11579,65
29044,25149,63
29044,20989,63
29044,19524,63
29044,20774,62
29044,22689,62
29044,14487,62
29044,21024,62
29044,4021,62
29044,24996,60
29044,21406,60
29044,10210,59
29044,31505,59
29044,12600,58
29044,20957,58
29044,20926,58
29044,29316,56
29044,20282,55
29044,13446,55
29044,9745,55
29044,11574,54
29044,2106,54
29044,18011,54
29044,25438,53
29044,8346,52
29044,28525,51
29059,30574,9921
29059,11743,2462
29059,11557,922
29059,22743,426
29059,8055,350
29059,5207,314
29059,15048,235
29059,8717,209
29059,7276,195
29059,22034,190
29059,240,155
29059,8067,130
29059,12948,128
29059,18367,126
29059,236,121
29059,22897,116
29059,22753,105
29059,2277,94
29059,26636,91
29059,1659,89
29059,18045,85
29059,1642,85
29059,30521,79
29059,21989,76
29059,9221,74
29059,10197,74
29059,251,73
29059,17213,67
29059,1599,67
29059,5090,61
29059,8922,61
29059,7725,60
29059,27368,59
29059,11590,58
29059,20774,57
29059,20849,56
29059,8943,53
29059,18326,50
29059,18318,49
29059,261,45
29059,1416,45
29059,4949,44
29059,10210,43
29059,603,42
29059,31125,42
29059,31126,41
29059,3389,39
29059,2313,38
29059,9886,36
29059,3392,35
29059,15067,35
29059,32586,34
29059,14821,34
29059,24517,34
29059,248,33
29059,12940,33
29059,10644,32
29059,11503,32
29059,12680,32
29059,7273,32
29059,20279,30
29059,5481,30
29059,22689,29
29059,941,29
29059,14370,29
29059,31656,28
29059,11978,27
29059,9573,27
29059,2204,27
29059,20288,26
29059,24960,25
29059,9477,25
29059,32302,25
29059,23079,25
29059,22545,24
29059,25149,24
29059,254,24
29059,30358,23
29059,8346,23
29059,25150,22
29059,14064,22
29059,21111,22
29059,30672,22
29059,23349,22
29059,3254,22
29059,15169,21
29059,11497,21
29059,25147,21
29059,2312,21
29059,9602,21
29059,25438,20
29059,6122,20
29059,10093,19
29059,22344,19
29059,21815,19
29059,11798,19
29059,25167,18
29059,14764,18
29059,22944,18
29059,25145,18
29744,30574,711
29744,27669,284
29744,11557,70
29744,21152,60
29744,7457,57
29744,22743,46
29744,2277,45
29744,16383,41
29744,2313,32
29744,11743,30
29744,22034,30
29744,8717,28
29744,5207,28
29744,442,20
29744,27682,19
29744,23444,19
29744,2312,18
29744,923,18
29744,26287,17
29744,18045,15
29744,22025,15
29744,8067,12
29744,18318,12
29744,22027,12
29744,30521,11
29744,31656,11
29744,27661,11
29744,21989,10
29744,2294,10
29744,2335,10
29744,7404,10
29744,27696,10
29744,26735,9
29744,4949,9
29744,27684,9
29744,28751,9
29744,9221,8
29744,10644,8
29744,8055,8
29744,7852,8
29744,12948,8
29744,21153,8
29744,3389,7
29744,22689,7
29744,3371,7
29744,16680,7
29744,20774,6
29744,3392,6
29744,20849,6
29744,2271,6
29744,18292,6
29744,31505,6
29744,24805,6
29744,11834,6
29744,11753,6
29744,16391,6
29744,21229,6
29744,11221,5
29744,1659,5
29744,26740,5
29744,25822,5
29744,7654,5
29744,7658,5
29744,28768,5
29744,21231,5
29744,15169,4
29744,25152,4
29744,18640,4
29744,18367,4
29744,18326,4
29744,25147,4
29744,20279,4
29744,1642,4
29744,30672,4
29744,25438,4
29744,25149,4
29744,30551,4
29744,27693,4
29744,24992,4
29744,31557,4
29744,7668,4
29744,25647,4
29744,30860,4
29744,7417,4
29744,3676,4
29744,3677,4
29744,11798,4
29744,27678,4
29744,11776,4
29744,21412,4
29744,930,4
29744,933,4
29744,16390,4
29744,21157,4
29744,18301,4
29744,21230,4
29744,25153,3
29744,24999,3
29744,829,3
29744,16384,3
30043,30574,10258
30043,11743,421
30043,8717,398
30043,11557,252
30043,27669,185
30043,7457,122
30043,22743,54
30043,18367,50
30043,21689,47
30043,19733,47
30043,5207,39
30043,21195,35
30043,20409,30
30043,7404,29
30043,4949,27
30043,12065,26
30043,18326,25
30043,12142,25
30043,14487,23
30043,22034,22
30043,9221,21
30043,2277,21
30043,2313,21
30043,4605,21
30043,12948,20
30043,21773,20
30043,32353,18
30043,22753,17
30043,3392,15
30043,11221,15
30043,22597,15
30043,2312,14
30043,2104,13
30043,30521,13
30043,3371,12
30043,18318,12
30043,32586,12
30043,1659,12
30043,21989,11
30043,19742,11
30043,1642,10
30043,27696,10
30043,2332,10
30043,3069,10
30043,20824,9
30043,7852,9
30043,14467,9
30043,3358,9
30043,27682,9
30043,3389,8
30043,11505,8
30043,20849,8
30043,18045,8
30043,25114,8
30043,4615,8
30043,1416,8
30043,30184,8
30043,24960,7
30043,1691,7
30043,25151,7
30043,30672,7
30043,27661,7
30043,28751,7
30043,461,7
30043,28422,7
30043,219,7
30043,21859,7
30043,11590,6
30043,17213,6
30043,14064,6
30043,9886,6
30043,923,6
30043,18292,6
30043,27684,6
30043,22944,6
30043,11798,6
30043,11497,5
30043,8055,5
30043,31656,5
30043,20288,5
30043,25366,5
30043,25438,5
30043,7423,5
30043,27656,5
30043,22025,5
30043,14370,5
30043,22027,5
30043,5051,5
30043,14752,5
30043,20547,5
30043,5404,5
30043,5832,5
30043,1145,5
30043,32349,5
30043,28669,5
30043,27535,4
30043,19524,4
30043,3299,4
30043,22583,4
30043,21205,4
30512,30574,2019
30512,11743,430
30512,8717,197
30512,15808,132
30512,15798,121
30512,5066,80
30512,11557,71
30512,5073,61
30512,19030,56
30512,22743,54
30512,5058,54
30512,19017,52
30512,5207,40
30512,8055,39
30512,22034,38
30512,18367,33
30512,18326,33
30512,5078,32
30512,15817,31
30512,7852,29
30512,15816,27
30512,8067,26
30512,9221,24
30512,19032,23
30512,18045,22
30512,21989,21
30512,923,19
30512,1659,17
30512,15814,17
30512,30521,16
30512,4949,15
30512,26735,14
30512,22753,13
30512,12948,13
30512,33114,12
30512,11590,12
30512,14487,12
30512,11221,12
30512,26100,12
30512,20288,11
30512,12680,11
30512,19034,11
30512,18318,10
30512,9484,10
30512,5072,10
30512,5079,10
30512,15811,10
30512,7457,9
30512,32586,9
30512,487,9
30512,19031,9
30512,10644,8
30512,1642,8
30512,1416,8
30512,5051,8
30512,5077,8
30512,24374,8
30512,20774,7
30512,15169,7
30512,20279,7
30512,15048,7
30512,15067,7
30512,3677,7
30512,15821,7
30512,6828,6
30512,5751,6
30512,5090,6
30512,9886,6
30512,21111,6
30512,25438,6
30512,11978,6
30512,7725,6
30512,3676,6
30512,8656,6
30512,19033,6
30512,29209,6
30512,3389,5
30512,10197,5
30512,10093,5
30512,4461,5
30512,4514,5
30512,22363,5
30512,9829,5
30512,3392,4
30512,22689,4
30512,25151,4
30512,17213,4
30512,30672,4
30512,10210,4
30512,25149,4
30512,12940,4
30512,25822,4
30512,5481,4
30512,8346,4
30512,11219,4
30512,11776,4
30512,22735,4
30512,26216,4
30512,8673,4
30512,17963,4
30868,30574,8016
30868,11743,2162
30868,8717,1014
30868,11557,766
30868,4949,258
30868,8067,185
30868,8055,167
30868,5207,163
30868,22034,144
30868,22743,143
30868,1642,120
30868,1659,120
30868,18326,114
30868,12948,113
30868,18367,103
30868,26735,100
30868,7457,91
30868,25438,82
30868,17213,79
30868,21989,77
30868,3906,75
30868,33114,66
30868,27199,60
30868,14370,59
30868,18045,56
30868,22753,51
30868,25114,51
30868,5051,50
30868,7852,49
30868,21166,48
30868,32686,46
30868,1629,46
30868,3392,43
30868,11221,43
30868,3389,42
30868,2904,39
30868,18318,38
30868,20849,37
30868,3371,37
30868,12315,37
30868,4985,36
30868,2277,35
30868,26740,34
30868,9221,33
30868,11505,32
30868,12600,32
30868,20288,32
30868,28228,32
30868,22689,31
30868,11503,31
30868,17301,31
30868,9886,30
30868,6750,28
30868,2104,26
30868,2313,25
30868,25152,24
30868,25150,24
30868,24960,23
30868,15169,23
30868,27535,23
30868,14764,23
30868,31656,23
30868,7404,23
30868,32989,22
30868,11590,22
30868,30672,22
30868,11243,21
30868,11497,20
30868,4959,20
30868,32724,20
30868,1265,20
30868,25151,19
30868,923,19
30868,11776,19
30868,20824,18
30868,10197,18
30868,25506,18
30868,25630,18
30868,3379,17
30868,25148,17
30868,32688,17
30868,17026,17
30868,25765,16
30868,2312,16
30868,1416,16
30868,26752,16
30868,28839,16
30868,20774,15
30868,2271,15
30868,32586,15
30868,3358,15
30868,11643,15
30868,25149,15
30868,24996,15
30868,11978,15
30868,11644,15
30868,10210,14
30868,31155,14
30868,31528,14
30868,17302,14
31122,30574,29866
31122,11557,1784
31122,11743,1729
31122,7457,1680
31122,33114,997
31122,14487,669
31122,26138,543
31122,32989,444
31122,4949,430
31122,5207,390
31122,11590,294
31122,7852,276
31122,7404,269
31122,22743,248
31122,14467,225
31122,8717,206
31122,5751,190
31122,10641,157
31122,30521,110
31122,1659,109
31122,1642,107
31122,18045,106
31122,22034,103
31122,923,98
31122,22753,86
31122,12948,81
31122,18367,78
31122,5051,77
31122,32586,73
31122,18326,71
31122,20282,71
31122,2104,68
31122,11221,66
31122,3389,64
31122,4985,63
31122,5776,62
31122,6953,59
31122,25151,57
31122,4021,57
31122,10753,57
31122,6750,56
31122,17213,53
31122,29452,52
31122,24960,49
31122,22689,48
31122,21989,48
31122,25150,47
31122,25149,45
31122,3371,44
31122,11505,43
31122,25152,43
31122,33012,42
31122,10644,41
31122,15169,40
31122,8055,40
31122,9221,39
31122,25148,39
31122,31430,39
31122,25506,38
31122,1416,38
31122,5746,38
31122,6828,37
31122,3392,37
31122,33124,37
31122,25438,37
31122,29316,37
31122,27847,37
31122,20774,35
31122,20849,35
31122,11643,35
31122,4037,35
31122,18640,34
31122,6857,33
31122,27535,33
31122,30573,32
31122,15048,32
31122,4959,32
31122,8067,30
31122,18318,30
31122,10932,30
31122,9477,30
31122,4514,30
31122,30672,29
31122,420,28
31122,25147,27
31122,3358,27
31122,12680,27
31122,5747,27
31122,6888,26
31122,24996,26
31122,32686,26
31122,5775,26
31122,2106,25
31122,11579,25
31122,22352,25
31122,19524,25
31122,31505,25
31122,30635,25
31122,22733,25
31122,11644,25
31178,30574,1518
31178,11743,441
31178,8717,153
31178,4949,67
31178,5207,55
31178,2666,55
31178,8067,51
31178,22743,50
31178,8055,41
31178,11557,33
31178,22034,31
31178,12948,22
31178,3389,21
31178,18045,21
31178,1642,20
31178,21989,19
31178,18326,19
31178,1659,19
31178,22753,18
31178,9221,18
31178,3392,17
31178,11221,17
31178,3371,16
31178,2277,15
31178,6750,15
31178,32686,14
31178,4985,13
31178,11243,13
31178,20849,12
31178,18367,12
31178,1416,12
31178,608,12
31178,5051,11
31178,11503,10
31178,3377,10
31178,25630,10
31178,31390,10
31178,17213,9
31178,9886,9
31178,9484,9
31178,15169,8
31178,22689,8
31178,3379,8
31178,32708,8
31178,3850,8
31178,20774,7
31178,615,7
31178,10197,7
31178,25438,7
31178,18284,7
31178,19316,7
31178,605,7
31178,24960,6
31178,25150,6
31178,20288,6
31178,609,6
31178,18051,6
31178,4968,6
31178,617,6
31178,32688,6
31178,31391,6
31178,30521,5
31178,22352,5
31178,14764,5
31178,2313,5
31178,31656,5
31178,18318,5
31178,21374,5
31178,11776,5
31178,23993,5
31178,19406,5
31178,25152,4
31178,27535,4
31178,25147,4
31178,3358,4
31178,25506,4
31178,31505,4
31178,1645,4
31178,25106,4
31178,22944,4
31178,22376,4
31178,30766,4
31178,4967,4
31178,11226,4
31178,11798,4
31178,8069,4
31178,11766,4
31178,25386,4
31178,32730,4
31178,10644,3
31178,25153,3
31178,15174,3
31178,25149,3
31178,20797,3
31178,22813,3
31178,21869,3
31178,26699,3
31178,9699,3
31178,9479,3
31178,25385,3
31181,30574,3627
31181,11743,588
31181,24609,223
31181,8717,183
31181,24624,137
31181,24632,71
31181,11557,66
31181,8067,58
31181,8055,57
31181,2666,57
31181,22743,51
31181,22034,50
31181,5207,48
31181,18326,47
31181,24642,47
31181,24615,47
31181,24639,44
31181,4949,42
31181,1659,35
31181,2277,30
31181,21989,29
31181,18367,28
31181,12948,28
31181,24626,26
31181,17213,22
31181,24631,21
31181,18045,20
31181,1642,20
31181,24638,18
31181,22753,17
31181,19316,17
31181,9221,15
31181,2313,15
31181,24627,15
31181,11221,14
31181,923,13
31181,6750,13
31181,3389,12
31181,25630,12
31181,31656,11
31181,18318,11
31181,32686,11
31181,7457,10
31181,15169,10
31181,20849,10
31181,9886,10
31181,20288,10
31181,2312,10
31181,3677,10
31181,20774,9
31181,10197,9
31181,11243,9
31181,26138,8
31181,1416,8
31181,3676,8
31181,3850,8
31181,31390,8
31181,2104,7
31181,3371,7
31181,30521,7
31181,30672,7
31181,2335,7
31181,11503,7
31181,10210,7
31181,25438,7
31181,18051,7
31181,32708,7
31181,32724,7
31181,25152,6
31181,25151,6
31181,9477,6
31181,4959,6
31181,5051,6
31181,8069,6
31181,32688,6
31181,24616,6
31181,3683,6
31181,11590,5
31181,27535,5
31181,25150,5
31181,14064,5
31181,14764,5
31181,25147,5
31181,32586,5
31181,15048,5
31181,25506,5
31181,9484,5
31181,4985,5
31181,11834,5
31181,473,5
31181,13759,5
31181,24374,5
31181,11798,5
31181,25987,5
31181,24641,5
31181,24635,5
31181,24643,5
31181,25234,4
31181,24999,4
31181,12869,4
32234,11557,2600
32234,11743,2571
32234,30574,1997
32234,8717,1454
32234,5207,550
32234,8055,413
32234,22743,344
32234,8067,222
32234,6750,201
32234,4949,195
32234,7852,191
32234,1659,183
32234,9886,181
32234,11590,177
32234,1642,167
32234,22753,133
32234,12948,132
32234,22034,125
32234,33114,123
32234,18326,101
32234,18367,99
32234,22449,99
32234,22456,97
32234,2104,92
32234,18045,91
32234,30521,90
32234,11505,78
32234,20849,77
32234,15169,74
32234,7457,73
32234,25438,73
32234,20774,66
32234,9221,65
32234,21989,64
32234,32686,62
32234,22451,62
32234,22465,60
32234,6131,52
32234,22689,49
32234,17213,49
32234,32989,48
32234,11497,48
32234,11221,48
32234,11491,44
32234,24960,43
32234,18318,41
32234,5051,41
32234,20570,41
32234,2277,40
32234,18589,40
32234,20547,39
32234,20824,38
32234,27535,38
32234,19788,37
32234,8517,36
32234,20288,35
32234,32586,35
32234,3389,31
32234,12413,31
32234,25506,30
32234,22733,29
32234,14764,28
32234,32726,28
32234,16191,28
32234,30672,27
32234,5036,27
32234,11644,27
32234,2313,26
32234,25765,25
32234,1128,25
32234,3371,25
32234,9477,25
32234,32688,25
32234,23349,24
32234,8922,24
32234,20656,24
32234,11643,23
32234,5404,23
32234,1499,23
32234,25150,22
32234,10197,22
32234,14064,22
32234,22344,22
32234,19786,22
32234,25152,21
32234,1416,21
32234,5481,21
32234,25630,21
32234,487,21
32234,11798,21
32234,32724,21
32234,18680,20
32234,923,20
32234,15174,20
32234,20512,20
32234,11834,20
32234,30766,20
32234,4514,20
32234,8087,20
32234,25149,19
32542,30574,19224
32542,11743,2571
32542,8717,2096
32542,20939,1115
32542,30358,989
32542,16518,932
32542,11557,924
32542,8517,530
32542,29076,420
32542,17863,336
32542,13720,305
32542,22743,299
32542,5207,268
32542,20994,248
32542,17857,226
32542,9221,205
32542,30386,186
32542,20989,152
32542,1642,135
32542,1659,128
32542,12948,121
32542,22034,120
32542,20926,120
32542,17721,116
32542,9886,104
32542,13723,101
32542,22753,98
32542,17213,88
32542,17864,85
32542,21989,82
32542,8055,82
32542,8067,81
32542,18045,76
32542,29083,74
32542,27199,72
32542,20774,69
32542,8527,67
32542,20957,62
32542,17860,60
32542,20849,59
32542,8533,59
32542,20196,55
32542,7457,53
32542,2277,50
32542,8545,49
32542,8397,45
32542,28204,44
32542,24840,43
32542,23993,43
32542,30521,42
32542,10197,42
32542,20656,42
32542,15169,40
32542,30381,39
32542,10210,38
32542,11978,37
32542,21003,36
32542,20547,36
32542,27535,35
32542,11590,34
32542,12940,34
32542,3392,33
32542,3371,32
32542,4949,32
32542,11505,31
32542,22689,31
32542,18367,31
32542,3389,30
32542,10644,30
32542,21001,30
32542,22944,30
32542,5090,29
32542,14064,29
32542,14487,29
32542,8396,29
32542,20288,28
32542,1540,28
32542,5036,28
32542,11503,27
32542,20570,27
32542,30373,27
32542,5481,26
32542,2326,26
32542,32586,25
32542,20933,25
32542,25816,25
32542,25438,24
32542,3885,24
32542,14092,24
32542,2104,23
32542,8535,23
32542,5404,23
32542,11497,22
32542,20824,22
32542,14764,22
32542,29081,22
32542,17736,22
32542,1128,21
32542,6122,21
32542,31211,21
32979,30574,14801
32979,20939,1694
32979,8717,549
32979,21079,525
32979,33114,513
32979,11743,414
32979,6953,378
32979,7457,347
32979,5207,250
32979,6857,235
32979,27199,232
32979,11557,211
32979,6828,209
32979,20926,174
32979,22743,168
32979,32989,167
32979,6888,157
32979,6895,145
32979,6838,133
32979,17124,118
32979,19974,100
32979,7404,99
32979,6829,94
32979,6960,90
32979,16799,83
32979,6847,63
32979,1691,62
32979,20994,60
32979,33165,56
32979,20989,49
32979,6920,48
32979,16805,48
32979,6310,48
32979,6914,46
32979,17129,44
32979,9221,43
32979,8517,43
32979,20774,42
32979,22753,41
32979,20849,38
32979,25034,33
32979,21082,31
32979,3389,30
32979,25438,28
32979,20785,26
32979,24960,25
32979,15169,25
32979,22034,25
32979,18045,25
32979,29076,25
32979,25033,24
32979,3392,23
32979,29452,23
32979,22689,23
32979,6977,23
32979,21892,22
32979,3371,21
32979,6597,21
32979,6948,21
32979,9336,21
32979,25151,20
32979,6909,20
32979,6843,20
32979,19983,20
32979,1010,19
32979,8429,19
32979,6976,18
32979,923,18
32979,6949,18
32979,17086,18
32979,6837,18
32979,21989,17
32979,8533,17
32979,17090,17
32979,14467,16
32979,5481,16
32979,12035,16
32979,5161,16
32979,33012,15
32979,17213,15
32979,25150,15
32979,25149,15
32979,33150,15
32979,2277,14
32979,14487,14
32979,6840,14
32979,5180,14
32979,25765,13
32979,1128,13
32979,14064,13
32979,23037,13
32979,10210,13
32979,26735,13
32979,11643,13
32979,10397,13
32979,10404,13
32979,5231,13
32979,19980,13
32979,6979,13
32979,13224,13
33144,30574,6098
33144,8717,329
33144,11743,216
33144,11557,129
33144,5207,66
33144,8055,48
33144,22743,36
33144,8067,25
33144,22753,17
33144,1642,15
33144,18367,14
33144,12948,14
33144,6131,13
33144,18045,12
33144,1659,12
33144,3389,11
33144,22034,11
33144,3371,11
33144,9886,11
33144,9484,11
33144,9477,11
33144,28936,11
33144,18589,11
33144,11590,10
33144,4949,10
33144,31505,10
33144,6750,10
33144,22733,10
33144,20774,9
33144,3392,9
33144,30521,9
33144,1416,9
33144,9147,9
33144,22689,8
33144,26138,8
33144,25145,8
33144,18326,7
33144,32686,7
33144,12869,7
33144,30766,7
33144,9221,6
33144,21374,6
33144,9297,6
33144,24960,5
33144,21989,5
33144,2277,5
33144,18318,5
33144,25149,5
33144,3377,5
33144,2938,5
33144,24526,5
33144,11978,5
33144,9638,5
33144,12868,5
33144,8346,5
33144,8922,5
33144,25146,5
33144,11644,5
33144,16191,5
33144,33114,4
33144,2104,4
33144,15169,4
33144,11497,4
33144,10644,4
33144,17213,4
33144,25150,4
33144,5444,4
33144,14064,4
33144,14764,4
33144,20288,4
33144,30672,4
33144,32586,4
33144,25438,4
33144,15174,4
33144,32708,4
33144,25630,4
33144,617,4
33144,25144,4
33144,13254,4
33144,20673,4
33144,22702,4
33144,9295,4
33144,32989,3
33144,27535,3
33144,10197,3
33144,27556,3
33144,14487,3
33144,3358,3
33144,24999,3
33144,19524,3
33144,25506,3
33144,5180,3
33144,25106,3
33144,28740,3
33144,22816,3
33144,15392,3
33144,26697,3
33144,20888,3
33144,22664,3
33144,26959,3
33569,30574,8376
33569,33114,526
33569,8717,501
33569,11743,318
33569,11557,279
33569,32989,200
33569,7457,129
33569,5207,112
33569,7852,53
33569,22743,52
33569,29452,48
33569,26431,38
33569,7404,37
33569,26735,34
33569,8055,32
33569,22753,29
33569,6828,28
33569,25438,24
33569,30521,22
33569,14370,22
33569,12600,21
33569,12948,21
33569,14487,21
33569,22034,20
33569,9886,20
33569,33023,20
33569,29464,20
33569,9221,18
33569,20774,18
33569,33012,18
33569,33124,18
33569,15169,16
33569,6895,16
33569,25436,16
33569,33165,15
33569,6838,15
33569,11590,14
33569,2104,14
33569,19983,14
33569,29492,14
33569,26977,14
33569,6953,13
33569,20849,13
33569,26740,13
33569,18045,12
33569,18367,12
33569,33153,11
33569,2277,11
33569,25114,11
33569,3885,11
33569,17124,10
33569,32586,10
33569,32996,10
33569,28525,10
33569,32973,10
33569,13741,10
33569,24960,9
33569,6847,9
33569,12315,9
33569,26754,9
33569,1225,9
33569,26459,9
33569,1619,9
33569,6857,8
33569,6888,8
33569,5090,8
33569,25152,8
33569,21989,8
33569,26138,8
33569,14764,8
33569,25033,8
33569,33113,8
33569,2158,8
33569,29601,8
33569,11505,7
33569,33116,7
33569,8067,7
33569,11221,7
33569,8517,7
33569,25191,7
33569,461,7
33569,7484,7
33569,9959,7
33569,11497,6
33569,923,6
33569,19524,6
33569,21274,6
33569,25171,6
33569,5393,6
33569,5231,6
33569,6841,6
33569,24164,6
33569,11644,6
33569,13366,6
33569,12822,6
33569,10644,5
33569,27535,5
33569,2313,5
33569,22344,5
33569,33028,5
33722,6750,3297
33722,30574,2790
33722,8717,1101
33722,26138,1066
33722,11743,932
33722,11557,713
33722,8055,470
33722,5207,397
33722,15048,298
33722,6729,261
33722,22743,258
33722,1642,201
33722,12680,191
33722,8076,190
33722,1659,132
33722,15067,116
33722,5751,98
33722,3389,96
33722,18045,90
33722,22753,89
33722,28141,89
33722,7725,88
33722,11590,84
33722,3392,82
33722,9221,79
33722,3371,74
33722,6766,70
33722,26197,68
33722,12135,64
33722,8067,63
33722,15169,57
33722,4076,54
33722,10641,53
33722,22034,49
33722,17213,49
33722,10197,48
33722,13794,47
33722,25147,46
33722,4949,46
33722,10644,45
33722,28525,45
33722,12948,43
33722,617,42
33722,10210,41
33722,5481,40
33722,20849,39
33722,21989,39
33722,17307,39
33722,15060,38
33722,22689,37
33722,25148,37
33722,18187,36
33722,3379,35
33722,1078,35
33722,25151,32
33722,18640,32
33722,25438,32
33722,30521,31
33722,3377,31
33722,11978,31
33722,13240,31
33722,32726,30
33722,6745,30
33722,25152,29
33722,12663,29
33722,33114,28
33722,25150,28
33722,18054,28
33722,6759,28
33722,9638,27
33722,24960,26
33722,615,26
33722,25149,26
33722,5746,26
33722,13792,26
33722,13242,26
33722,27535,25
33722,28532,25
33722,26121,25
33722,25146,25
33722,11497,24
33722,10093,24
33722,14408,24
33722,24993,23
33722,32708,23
33722,6755,23
33722,31430,23
33722,25145,23
33722,5090,22
33722,9886,22
33722,32586,22
33722,1128,21
33722,28974,20
33722,10185,20
33722,12674,20
33722,17667,20
33722,25167,19
33722,18292,19
33722,26220,19
33722,18186,19
33724,30574,138381
33724,6750,4018
33724,8717,2188
33724,26138,1783
33724,11557,1467
33724,11743,1069
33724,8055,779
33724,6766,573
33724,5207,503
33724,15048,445
33724,28141,429
33724,8076,388
33724,12680,370
33724,1642,352
33724,22743,301
33724,6729,290
33724,11590,179
33724,1659,165
33724,3389,138
33724,7725,138
33724,15067,132
33724,17213,126
33724,18045,123
33724,22753,116
33724,3392,106
33724,26197,104
33724,10197,99
33724,28525,93
33724,30521,92
33724,5751,88
33724,3371,88
33724,10210,87
33724,4949,84
33724,20774,83
33724,9221,82
33724,33114,78
33724,12135,76
33724,10644,75
33724,15169,73
33724,13794,73
33724,25151,71
33724,8067,68
33724,11497,66
33724,14408,63
33724,4076,60
33724,10093,57
33724,1078,57
33724,15060,56
33724,24960,53
33724,25150,53
33724,12663,53
33724,25152,52
33724,18640,51
33724,22034,50
33724,5481,50
33724,21989,49
33724,25438,49
33724,9638,49
33724,17307,49
33724,1128,48
33724,25147,47
33724,10641,46
33724,26121,46
33724,25148,45
33724,25167,44
33724,3379,43
33724,6745,43
33724,32726,41
33724,5090,40
33724,13792,40
33724,20849,39
33724,12948,39
33724,25149,39
33724,28532,39
33724,10094,38
33724,13240,38
33724,26146,38
33724,18852,38
33724,27535,37
33724,32586,37
33724,18520,37
33724,3377,36
33724,11978,36
33724,17667,36
33724,9477,35
33724,2104,34
33724,11505,34
33724,24997,33
33724,18187,33
33724,22689,32
33724,8740,32
33724,19524,31
33724,6755,31
33724,1010,30
33724,18188,30
33724,25234,29
33724,6759,29
33724,18054,28
33724,32708,28
33724,28528,28
33906,30574,16105
33906,33114,608
33906,32989,375
33906,8717,236
33906,25438,142
33906,11743,139
33906,8055,127
33906,11557,124
33906,29452,75
33906,5207,71
33906,7852,58
33906,26138,55
33906,18045,42
33906,33124,37
33906,25436,37
33906,6750,35
33906,33023,35
33906,3392,34
33906,11221,33
33906,14370,32
33906,29464,29
33906,17213,27
33906,33311,27
33906,3389,26
33906,33012,26
33906,22743,22
33906,3371,22
33906,12600,22
33906,33153,21
33906,32996,21
33906,25148,20
33906,30521,19
33906,25150,19
33906,25147,18
33906,25149,18
33906,10197,17
33906,28525,17
33906,25146,17
33906,25630,16
33906,11243,15
33906,5918,15
33906,26735,14
33906,33125,13
33906,9886,13
33906,33004,13
33906,15169,12
33906,3379,12
33906,25145,12
33906,27368,12
33906,20774,11
33906,22034,11
33906,29457,11
33906,18054,11
33906,10210,11
33906,3377,11
33906,22753,10
33906,22689,10
33906,5481,10
33906,29492,10
33906,33034,10
33906,1619,10
33906,26592,10
33906,8067,9
33906,32586,9
33906,1078,9
33906,19524,9
33906,8084,9
33906,26459,9
33906,20849,8
33906,25822,8
33906,8045,8
33906,7047,8
33906,11590,7
33906,11505,7
33906,11497,7
33906,25152,7
33906,25151,7
33906,1642,7
33906,10093,7
33906,18051,7
33906,32099,7
33906,33113,7
33906,1499,7
33906,33054,7
33906,21152,7
33906,25756,7
33906,18851,6
33906,14064,6
33906,17217,6
33906,24993,6
33906,20731,6
33906,751,6
33906,6729,6
33906,30852,6
33906,28945,6
33906,13235,6
33906,27387,6
33906,33127,6
33906,33119,6
33906,13436,6
33917,30574,4233
33917,15453,703
33917,5207,295
33917,22743,271
33917,8067,242
33917,22034,220
33917,18326,205
33917,5051,177
33917,8717,176
33917,18367,173
33917,15461,162
33917,1659,146
33917,240,142
33917,11743,129
33917,26256,127
33917,1642,124
33917,21989,114
33917,3216,112
33917,22753,102
33917,8087,100
33917,12948,99
33917,236,95
33917,15312,93
33917,7852,92
33917,17213,89
33917,3389,88
